,vacancies,company,post_time,job,location,month_salary,year_salary,year-end_salary,bonus,dividends,other,mood,frequency_overtime,average_day,seniority,total_seniority,work_content,advise_content
147,工程師,裕隆集團_裕隆日產汽車股份有限公司,2019.06.18,全職,苗栗,,,,,,,平常心,偶爾加班,10 hr,8,0,"非常特別的文化
齊頭...",最好有認識的師兄/師...
148,工程師,裕隆集團_裕隆日產汽車股份有限公司,2019.02.18,全職,苗栗,,,,,,,平常心,偶爾加班,9 hr,2,0,"工作壓力不大,照規矩...","地點偏僻,下班沒事可..."
152,車體外裝,裕隆集團_裕隆日產汽車股份有限公司,2017.09.01,全職,苗栗,,,,,,,平常心,常常加班,-,3,0,與其給補休　不如給加...,
153,機構工程師,裕隆集團_裕隆日產汽車股份有限公司,2017.05.22,全職,苗栗,,,,,,,有苦說不出,偶爾加班,-,3,0,工作很雜、事情不少，...,
155,開發工程師,中華汽車工業股份有限公司,2023.05.22,全職,桃園,,,,,,,有苦說不出,常常加班,11 hr,2,7,開發的工作內容包山包...,中華以傳產來說 薪水...
156,開發工程師,中華汽車工業股份有限公司,2023.05.04,全職,桃園,50-51k,900-910k,200k,100k,,,想換工作了,常常加班,11 hr,2,5,中華的開發工程師可以想像成就是車體零件的PM，要負責盯設計出圖以及跟廠商檢討工法該如何生產，還包括了模具價格是否合理，後續試裝的零件品質控管，其實工作內容真的包山包海，要周旋在廠內跟協力廠之間，覺得是很吃人格特質的工作，因為會不停的有人打電話問你問題，你也需要不停的追各種進度，要很能耐得住煩,中華以傳產來說算是薪水相當不錯，但是學歷會有很大的落差，以我和同事來說，我有碩士學歷而同事是大學學歷，年薪可以落差20幾萬，所以同工不同酬的情況很嚴重，建議學歷真的要有碩士
157,營業人才,中華汽車工業股份有限公司,2023.05.03,全職,桃園,,,,,,,平常心,很少加班,9 hr,2,10,負責管理分配到的專案...,公司很重視上下屬關係...
158,實習生,中華汽車工業股份有限公司,2023.04.23,實習,桃園,,,,,,,還算愉快,很少加班,8 hr,1,3,利用短暫的實習時期好...,很鼓勵大家來中華實習...
159,設備維護技師,中華汽車工業股份有限公司,2023.03.07,全職,桃園,34-35k,400-410k,,,,,有苦說不出,常常加班,9 hr,1,1,"日常點檢：需要進行日常的點檢工作，檢查設備的各項指標是否正常，如設備的工作狀態、設備的電氣設施、設備的系統等。當發現異常情況時，需要及時進行處理，以保證設備的正常運轉。

設備保養：例如更換零部件、維修機械結構等。定期進行設備保養，例如更換潤滑油、清洗機器等。

電氣設施查修及故障排除：除了機械方面的維護工作，還需要進行電氣設施的查修及故障排除工作，例如維修變壓器、電動機、控制系統等，以確保設備系統正常運轉。

需要參與設備面製程改善工作，例如協助工程師進行設備改進、提高設備運行效率等。此外，當需要修改設備控制系統或機械結構時，需要參與相關的執行與施作工作。",其實薪資福利還算不錯，不過人力不足導致需要常態性加班，組內年齡斷層太大，導致團隊間溝通不順暢團隊氛圍不佳，離職時只剩下一位新人還在繼續撐。
160,職員工程師,中華汽車工業股份有限公司,2023.01.06,全職,桃園,39-40k,470-480k,,,,,想換工作了,賣肝拼經濟,10 hr,1,1,工作繁雜事務很多，樓層面很大每天走路走到腳痠，事務非常多，文書作業非常大，加班只能折抵，中餐自己，有不同班別可能7.或者8或者9點上班也可能晚班15上班，時間8.5小時，應該可以算正常下班,若是要輕鬆點這裡可以來，環境好不會吵雜，若是想多賺錢的，這裡不適合，這裡可以學到很多文書作業工作，營收若是好有獎金，年終，每個月平均月休9天，是以國訂假日平均攤在每個月，所以和外面休假天數是一樣的，自己排休
161,生產技術員,中華汽車工業股份有限公司,2022.12.12,全職,桃園,30-31k,410-420k,50k,2000,,,有苦說不出,常常加班,9 hr,1,1,無聊的產線，每天做一樣的工作，做兩小時休息十分鐘，人力短缺，常常加班，沒五分鐘就要做一台車，時間上往往來不及。跟管理職反映，回答只有：其他人都來得及，為什麼我來不及？ 唉,新進同仁能撐過一個月的日子，就代表你很適合這種生產模式，生活簡單，沒煩惱，月薪少了點，但福利還不錯
162,機構工程師,中華汽車工業股份有限公司,2022.11.28,全職,桃園,38-39k,530-540k,76k,,,,還算愉快,很少加班,10 hr,1,2,"平常就是畫畫圖，做做報告
工作環境優，公司一直有在改善環境
各項福利也不錯，教育訓練也很完善
整體而言還算不錯，部門很多，很多情況各部門都不一樣，還是要看運氣",公司的教育訓練體制很完善，員工餐廳東西不錯吃，整體公司很穩定，追求養老可以來試試看，但傳產步調較慢，想很快發光發熱的類型可能要斟酌一下
163,零件工程師,中華汽車工業股份有限公司,2022.11.07,全職,桃園,40-41k,700-710k,120k,40k,60k,,想換工作了,常常加班,9 hr,2,2,"服務部工作loading非常大
組織編制上人力太少，又負擔太多業務。
新增MG專案，新系統導入，數位轉型等等。
工作一直增加但是人力卻不斷減少。
零件冊資料因人力不足也無法妥善，但又不補人，導致經銷商不斷打電話詢問，更加無法有時間做零件冊，惡性循環。","中華汽車是一間非常老的公司，內部有一定的制度跟福利，在整體汽車產業不算差。
但是問題近年來一直不斷降低成本，將一些福利刪除，或是用另類的手段讓你看的到吃不到。建議若有人想去中華汽車盡量不要選服務部。"
164,職員,中華汽車工業股份有限公司,2022.10.12,全職,桃園,,,,,,,想換工作了,偶爾加班,9 hr,2,7,資深同仁很多，平均年...,如果是抱持著對汽車領...
165,行銷企劃工程師,中華汽車工業股份有限公司,2022.10.10,全職,桃園,,,,,,,平常心,常常加班,10 hr,3,6,公司單位和位置不同工...,若你堅持在台灣進車廠...
166,業務員,中華汽車工業股份有限公司,2022.09.28,全職,桃園,,,,,,,還算愉快,很少加班,9 hr,1,1,熟悉欲銷售之產品、公...,老公司，老員工，辦公...
167,車載網路工程師,中華汽車工業股份有限公司,2022.09.25,全職,桃園,,,,,,,還算愉快,很少加班,8 hr,1,3,此團隊有三個部門，分...,對於想穩定安逸的你，...
168,副組長,中華汽車工業股份有限公司,2022.09.05,全職,桃園,,,,,,,想換工作了,很少加班,9 hr,8,8,工作老人太多上級還常...,可以不要進這間公司就...
169,工程師,中華汽車工業股份有限公司,2022.08.18,全職,桃園,,,,,,,平常心,很少加班,8 hr,1,8,"1.汽車模擬相關
...",建議退休養老的人再去...
170,資訊專員,中華汽車工業股份有限公司,2022.08.02,全職,桃園,,,,,,,平常心,很少加班,8 hr,1,9,"工作悠閒
不容易學...",如果要學東西 這邊不...
171,動力系統設計工程師,中華汽車工業股份有限公司,2022.08.02,全職,桃園,,,,,,,還算愉快,很少加班,8 hr,4,4,1. 需要熟悉cat...,如果繪圖夠強，可以接...
172,內外裝零件開發工程師,中華汽車工業股份有限公司,2022.07.17,全職,桃園,,,,,,,有苦說不出,偶爾加班,10 hr,1,1,需要與供應商大量的接...,薪資福利比不上電子業...
173,點焊技師,中華汽車工業股份有限公司,2022.07.07,全職,桃園,,,,,,,有苦說不出,常常加班,10 hr,6,17,"車體製成鈑金修護
...",想在公司待得久口才要...
174,技師II,中華汽車工業股份有限公司,2022.06.28,全職,桃園,,,,,,,想換工作了,偶爾加班,8 hr,10,10,官僚體系重年資高的自...,沒有提升薪資以及職務...
175,系統工程師,中華汽車工業股份有限公司,2022.05.02,全職,桃園,,,,,,,還算愉快,很少加班,8 hr,1,1,根據業主要求，導入自...,需要蠻自律的，主管會...
176,廣告企劃,中華汽車工業股份有限公司,2022.04.26,全職,桃園,,,,,,,有苦說不出,常常加班,9 hr,1,5,工作內容包含與代理商...,建議要點滿向上管理的...
177,行銷企劃,中華汽車工業股份有限公司,2022.03.30,全職,桃園,,,,,,,有苦說不出,常常加班,12 hr,1,6,我進去主要是做電動機...,真的很想建議那些主管...
178,裝配工程師,中華汽車工業股份有限公司,2022.03.12,全職,桃園,,,,,,,有苦說不出,很少加班,9 hr,2,5,試裝品質問題點調查，...,公司文化有點封閉，算...
179,品保人員,中華汽車工業股份有限公司,2022.01.20,全職,桃園,,,,,,,平常心,偶爾加班,9 hr,1,7,進來中華其實不難，最...,如果要進入汽車產業，...
180,硬體研發工程師,中華汽車工業股份有限公司,2022.01.17,全職,桃園,,,,,,,還算愉快,準時上下班,8 hr,3,8,老車廠思維，中心廠的...,公司高層管理思維落後...
181,技術人員,中華汽車工業股份有限公司,2022.01.17,全職,桃園,,,,,,,有苦說不出,常常加班,8 hr,1,8,同事以及主管之間還算...,如果真的想要做長久的...
182,製程工程師,中華汽車工業股份有限公司,2021.12.15,全職,桃園,,,,,,,還算愉快,常常加班,10 hr,1,1,工作內容包含夾治具設...,喜歡設計繪圖的人可以...
183,助理,中華汽車工業股份有限公司,2021.11.30,全職,桃園,,,,,,,平常心,偶爾加班,9 hr,2,2,如果有能力的人，在這...,想要養老的人歡迎您加...
184,內外裝零件開發工程師,中華汽車工業股份有限公司,2021.11.27,全職,桃園,,,,,,,還算愉快,很少加班,8 hr,1,1,工作內容比較彈性，一...,傳統產業中算是比較好...
185,技師,中華汽車工業股份有限公司,2021.10.24,全職,桃園,,,,,,,想換工作了,常常加班,8 hr,5,5,其實公司福利在楊梅算...,畢竟是間大公司，內部...
186,商品企劃管理師,中華汽車工業股份有限公司,2021.10.06,全職,桃園,,,,,,,還算愉快,偶爾加班,9 hr,1,1,廠區非常大，但工作環...,薪資福利在車廠中應算...
187,物管,中華汽車工業股份有限公司,2021.09.06,全職,桃園,,,,,,,平常心,偶爾加班,10 hr,1,1,管物料非常繁雜，需要...,公司文化福利不同，現...
188,採購,中華汽車工業股份有限公司,2021.08.27,全職,桃園,,,,,,,平常心,常常加班,10 hr,3,3,汽車零件外包承製廠商...,基本上前輩會教，整體...
189,售服人員,中華汽車工業股份有限公司,2021.08.25,全職,桃園,,,,,,,平常心,準時上下班,8 hr,1,2,以下會分享「零件售服...,總的來說，我只待過這...
190,行銷企劃專員,中華汽車工業股份有限公司,2021.08.17,全職,桃園,,,,,,,平常心,偶爾加班,9 hr,5,5,工作環境: 開放式日...,相較其他傳產公司，汽...
191,採購助理,中華汽車工業股份有限公司,2021.07.28,全職,桃園,,,,,,,想換工作了,賣肝拼經濟,10 hr,1,1,某組經理很看重學歷，...,"考慮進去的人
不要..."
192,零品技師,中華汽車工業股份有限公司,2021.07.12,全職,桃園,,,,,,,平常心,偶爾加班,9 hr,7,8,工作內容：可學到的範...,如果想磨練工作經歷，...
193,技術開發工程師,中華汽車工業股份有限公司,2021.07.10,全職,桃園,,,,,,,平常心,常常加班,9 hr,1,1,公司25%股份為日本...,薪水不如電子產業，下...
194,技術員,中華汽車工業股份有限公司,2021.07.10,全職,新竹,,,,,,,想換工作了,常常加班,9 hr,5,5,我只能說這家公司雖然...,唯一建議是不要來現場...
195,動力開發工程師,中華汽車工業股份有限公司,2021.06.10,全職,桃園,,,,,,,想換工作了,賣肝拼經濟,10 hr,1,1,因為公司到底年紀，工...,對於想要作研發的案子...
196,職員,中華汽車工業股份有限公司,2021.06.06,實習,桃園,,,,,,,還算愉快,很少加班,8 hr,1,1,我覺得在這邊工作就是...,記得要先想清楚自己適...
197,職員,中華汽車工業股份有限公司,2021.04.20,實習,桃園,,,,,,,還算愉快,很少加班,8 hr,1,1,就是一間傳產公司 我...,就是放寬心面對這個實...
198,製程工程師,中華汽車工業股份有限公司,2021.03.30,全職,桃園,,,,,,,還算愉快,很少加班,9 hr,1,1,見紅就修，周休二日，...,覺得一年70萬可以接...
199,工程師,中華汽車工業股份有限公司,2021.02.20,全職,桃園,,,,,,,有苦說不出,偶爾加班,8 hr,1,0,工程師ㄧ個人需要背多...,薪水用年薪去談，畢竟...
200,工讀生,中華汽車工業股份有限公司,2021.02.16,全職,桃園,,,,,,,平常心,偶爾加班,8 hr,1,0,工作環境還蠻不錯的 ...,就是工作的時候儘量細...
201,採購,中華汽車工業股份有限公司,2021.02.03,全職,桃園,,,,,,,平常心,偶爾加班,9 hr,3,0,"很多瑣碎的事要處理
...",不太需要英文 學歷高...
202,電動二輪部 營企專員,中華汽車工業股份有限公司,2021.01.20,全職,桃園,,,,,,,有苦說不出,常常加班,10 hr,1,0,基本上大公司福利制度...,戲台下站的久就是你的...
203,專員,中華汽車工業股份有限公司,2021.01.13,全職,桃園,,,,,,,想換工作了,偶爾加班,8 hr,1,0,產品企劃，與其他單位...,如果沒有什麼想法可以...
204,副理,中華汽車工業股份有限公司,2021.01.11,全職,桃園,,,,,,,還算愉快,偶爾加班,10 hr,7,0,工作輕鬆，困難的是政...,傳統產業，已沒成長動...
205,機械人才,中華汽車工業股份有限公司,2020.12.19,全職,桃園,,,,,,,平常心,常常加班,10 hr,7,0,工作其實很多， 對產...,目前已傳廠來說， 中...
206,工程師測試,中華汽車工業股份有限公司,2020.11.22,全職,桃園,,,,,,,平常心,很少加班,8 hr,3,0,升遷靠運氣，調薪慢，...,薪水低，薪資成長緩慢...
207,工程師,中華汽車工業股份有限公司,2020.11.19,全職,桃園,,,,,,,還算愉快,準時上下班,10 hr,3,0,關懷員工，關懷公益，...,如果對汽車有興趣則可...
208,品管工程師,中華汽車工業股份有限公司,2020.11.05,全職,桃園,,,,,,,平常心,很少加班,8 hr,1,0,階級分明日式企業 老...,新人練功完可以逃阿 ...
209,工程師,中華汽車工業股份有限公司,2020.10.27,全職,桃園,,,,,,,平常心,偶爾加班,8 hr,1,0,目前剛面試上，還沒正...,以傳統產業來說，感覺...
210,工程師,中華汽車工業股份有限公司,2020.08.10,全職,桃園,,,,,,,平常心,偶爾加班,11 hr,3,0,"處理專案,跟對人問對...",喜愛汽車產業，愛開會...
211,工程師,中華汽車工業股份有限公司,2020.07.22,全職,桃園,,,,,,,平常心,偶爾加班,10 hr,1,0,常常需要追蹤協力廠的...,目前汽車業還沒問題，...
212,總經理辦公室暑期實習生,中華汽車工業股份有限公司,2020.07.14,全職,桃園,,,,,,,平常心,偶爾加班,8 hr,1,0,工作氣氛蠻不錯的 而...,要記得面試的時候要穿...
213,技術員,中華汽車工業股份有限公司,2020.06.16,全職,桃園,,,,,,,有苦說不出,很少加班,8 hr,1,0,平常工作就是設備點檢...,很多雜事，必須具備很...
214,國外業務,中華汽車工業股份有限公司,2020.06.03,全職,桃園,,,,,,,平常心,偶爾加班,9 hr,1,0,工作繁忙而且很雜，沒...,算是一間不錯的公司，...
215,機構工程師,中華汽車工業股份有限公司,2020.06.01,全職,桃園,,,,,,,平常心,偶爾加班,9 hr,2,0,主要工作是內裝塑膠零...,車子市場已經飽和好幾...
216,管理師,中華汽車工業股份有限公司,2020.05.31,全職,桃園,,,,,,,還算愉快,很少加班,9 hr,5,0,公司穩定、車子也賣得...,裡面的人都還算是不錯...
217,助理,中華汽車工業股份有限公司,2020.05.20,全職,桃園,,,,,,,想換工作了,很少加班,9 hr,1,0,福利三節獎金紅利都有...,年輕人薪資過低 決策...
218,行銷企劃人員,中華汽車工業股份有限公司,2020.05.08,全職,桃園,,,,,,,平常心,偶爾加班,8 hr,2,0,壓力較這個部門的其他...,要對汽車產業有興趣比...
219,通路管理專員,中華汽車工業股份有限公司,2020.05.04,全職,桃園,,,,,,,平常心,偶爾加班,13 hr,1,0,可以學到很多通路管理...,可以工作一輩子的公司...
220,工程師,中華汽車工業股份有限公司,2020.05.04,全職,桃園,,,,,,,有苦說不出,常常加班,10 hr,1,0,辦公室文化，薪水其實...,喜歡汽車產業再來吧，...
